,DATE,VISITA,LOCAL,ZONA,CV,CL,HV,HL,ATT,TIME,OBS
401,30/05/2017,SLT,MTY,NTE,5,3,10,10,13573,213,
402,31/05/2017,DUR,MXO,NTE,8,13,13,17,600,200,
403,31/05/2017,QUI,OAX,SUR,3,6,10,14,1666,182,
404,31/05/2017,AGU,MVA,NTE,12,7,14,13,6375,214,
405,31/05/2017,LEO,TAB,SUR,5,1,9,3,384,206,
406,31/05/2017,PUE,CAM,SUR,6,5,12,9,2682,185,
407,31/05/2017,VAQ,TIJ,NTE,2,11,8,14,6398,183,
408,31/05/2017,YUC,VRA,SUR,4,1,8,4,1,144,DJ F/9
409,31/05/2017,SLT,MTY,NTE,3,4,8,7,15982,165,
410,31/05/2017,YUC,VRA,SUR,3,5,7,5,2534,150,DJ F/7
411,01/06/2017,DUR,MXO,NTE,6,0,10,7,650,173,
412,01/06/2017,SLT,MTY,NTE,10,6,12,10,21221,241,
413,01/06/2017,AGU,MVA,NTE,4,8,10,12,6980,168,
414,01/06/2017,VAQ,TIJ,NTE,8,4,14,8,12342,219,
415,02/06/2017,YUC,OAX,SUR,10,9,15,11,2965,225,
416,02/06/2017,TIJ,DUR,NTE,7,5,15,11,4884,219,
417,02/06/2017,VAQ,MXO,NTE,3,6,7,11,1500,176,
418,02/06/2017,MVA,SLT,NTE,5,7,15,7,8423,200,
419,02/06/2017,MTY,AGU,NTE,3,7,11,11,4127,176,
420,02/06/2017,QUI,VRA,SUR,3,2,7,6,2532,170,
421,02/06/2017,TAB,PUE,SUR,11,7,18,14,1577,206,
422,02/06/2017,YUC,OAX,SUR,10,9,15,11,2965,225,
423,02/06/2017,TIJ,DUR,NTE,7,5,15,11,4884,219,
424,02/06/2017,VAQ,MXO,NTE,3,6,7,11,1500,176,
425,02/06/2017,MVA,SLT,NTE,5,7,15,7,8423,200,
426,02/06/2017,MTY,AGU,NTE,3,7,11,11,4127,176,
427,02/06/2017,QUI,VRA,SUR,3,2,7,6,2532,170,
428,02/06/2017,TAB,PUE,SUR,11,7,18,14,1577,206,
429,01/06/2017,SLT,MTY,NTE,10,6,12,10,21221,241,
430,04/06/2017,YUC,OAX,SUR,1,3,11,7,1723,153,
431,04/06/2017,TIJ,DUR,NTE,4,6,9,12,4286,187,
432,04/06/2017,VAQ,MXO,NTE,8,15,9,20,2730,237,
433,04/06/2017,MVA,SLT,NTE,11,7,16,8,7536,255,
434,04/06/2017,MTY,AGU,NTE,10,5,17,10,4789,205,
435,04/06/2017,QUI,VRA,SUR,6,0,13,6,2696,189,
436,04/06/2017,TAB,PUE,SUR,2,13,12,15,2523,189,
437,04/06/2017,CAM,LEO,SUR,8,1,7,8,1,124,DJ F/7
438,04/06/2017,CAM,LEO,SUR,4,2,8,2,3133,117,DJ F/7
439,06/06/2017,MXO,DUR,NTE,1,8,10,14,5482,193,
440,06/06/2017,MVA,AGU,NTE,3,5,6,15,2856,176,
441,06/06/2017,MTY,SLT,NTE,4,5,10,14,5505,201,F/10
442,06/06/2017,OAX,TAB,SUR,2,4,11,11,734,196,
443,06/06/2017,VRA,CAM,SUR,3,4,9,12,2123,204,
444,06/06/2017,TIJ,VAQ,NTE,5,6,13,14,4039,248,F/10
445,06/06/2017,PUE,YUC,SUR,2,5,7,7,8111,176,
446,06/06/2017,MXO,DUR,NTE,1,8,10,14,5482,193,
447,06/06/2017,MVA,AGU,NTE,3,5,6,15,2856,176,
448,06/06/2017,MTY,SLT,NTE,4,5,10,14,5505,201,F/10
449,06/06/2017,OAX,TAB,SUR,2,4,11,11,734,196,
450,06/06/2017,VRA,CAM,SUR,3,4,9,12,2123,204,
451,06/06/2017,TIJ,VAQ,NTE,5,6,13,14,4039,248,F/10
452,06/06/2017,PUE,YUC,SUR,2,5,7,7,8111,176,
453,07/06/2017,MXO,DUR,NTE,3,7,9,11,5457,180,
454,07/06/2017,MVA,AGU,NTE,0,3,3,8,2932,187,
455,07/06/2017,SLT,MTY,NTE,4,7,8,11,9747,192,
456,07/06/2017,OAX,TAB,SUR,4,7,10,12,812,190,
457,07/06/2017,VRA,CAM,SUR,1,2,9,6,2657,160,
458,07/06/2017,TIJ,VAQ,NTE,4,3,10,7,4120,173,
459,07/06/2017,PUE,YUC,SUR,4,10,10,12,9736,203,
460,08/06/2017,MXO,DUR,NTE,11,0,15,6,5475,184,
461,08/06/2017,MVA,AGU,NTE,9,2,13,11,2917,211,
462,08/06/2017,MTY,SLT,NTE,5,4,10,9,8853,177,
463,08/06/2017,OAX,TAB,SUR,7,5,7,8,1195,195,
464,08/06/2017,VRA,CAM,SUR,9,1,12,10,2726,171,
465,08/06/2017,TIJ,VAQ,NTE,11,4,16,8,3817,208,
466,08/06/2017,PUE,YUC,SUR,5,0,9,6,8589,156,
467,08/06/2017,LEO,QUI,SUR,3,4,6,5,1,118,DJ F/7
468,08/06/2017,LEO,QUI,SUR,3,1,8,7,1679,139,DJ F/7
469,09/06/2017,AGU,MTY,NTE,4,2,10,8,10354,169,
470,09/06/2017,TAB,VRA,SUR,3,2,7,9,2346,202,F/11
471,09/06/2017,SLT,MVA,NTE,2,10,9,12,6950,180,
472,09/06/2017,MXO,VAQ,NTE,7,8,15,12,7690,229,F/10
473,09/06/2017,PUE,QUI,SUR,10,5,16,11,2142,197,
474,09/06/2017,LEO,YUC,SUR,4,5,8,9,9862,164,
475,09/06/2017,DUR,TIJ,NTE,1,6,4,8,13295,174,
476,10/06/2017,AGU,MTY,NTE,3,2,7,8,14623,168,
477,10/06/2017,TAB,VRA,SUR,3,6,6,12,2362,162,
478,10/06/2017,SLT,MVA,NTE,7,8,12,13,7250,240,
479,10/06/2017,MXO,VAQ,NTE,7,3,14,8,8689,180,
480,10/06/2017,PUE,QUI,SUR,8,6,11,11,1593,216,
481,10/06/2017,DUR,TIJ,NTE,3,7,9,4,13098,175,
482,11/06/2017,AGU,MTY,NTE,8,9,11,13,16282,220,
483,11/06/2017,TAB,VRA,SUR,1,2,5,8,1845,152,
484,11/06/2017,SLT,MVA,NTE,8,14,9,15,7950,225,
485,11/06/2017,MXO,VAQ,NTE,7,4,14,7,3035,187,
486,11/06/2017,PUE,QUI,SUR,3,6,5,10,1628,132,
487,11/06/2017,LEO,YUC,SUR,1,2,10,6,1,126,DJ F/7
488,11/06/2017,DUR,TIJ,NTE,3,4,8,8,9986,200,F/10
489,11/06/2017,CAM,OAX,SUR,1,2,8,7,1,125,DJ F/7
490,11/06/2017,CAM,OAX,SUR,4,5,10,12,2271,169,DJ F/7
491,11/06/2017,LEO,YUC,SUR,0,4,6,7,7891,123,DJ F/7
492,13/06/2017,OAX,PUE,SUR,8,6,11,11,1933,184,
493,13/06/2017,MTY,MXO,NTE,10,8,13,13,1656,234,
494,13/06/2017,VRA,LEO,SUR,5,6,8,6,2792,202,F/10
495,13/06/2017,DUR,SLT,NTE,5,4,14,12,3691,184,
496,13/06/2017,VAQ,AGU,NTE,7,8,10,9,3338,210,
497,13/06/2017,YUC,TAB,SUR,0,1,9,7,135,142,
498,13/06/2017,QUI,CAM,SUR,2,1,5,7,2086,168,
499,13/06/2017,MVA,TIJ,NTE,6,7,8,9,6965,228,F/10
500,14/06/2017,OAX,PUE,SUR,4,6,12,16,2961,184,
501,14/06/2017,MTY,MXO,NTE,7,8,11,13,1510,233,F/10
502,14/06/2017,VRA,LEO,SUR,11,14,15,17,3026,215,
503,14/06/2017,DUR,SLT,NTE,3,4,10,13,3711,216,F/10
504,14/06/2017,VAQ,AGU,NTE,11,6,10,13,3449,229,
505,14/06/2017,YUC,TAB,SUR,9,8,11,11,892,144,F/7
506,14/06/2017,QUI,CAM,SUR,12,6,14,13,2537,191,
507,14/06/2017,MVA,TIJ,NTE,6,4,7,6,8398,172,
508,15/06/2017,OAX,PUE,SUR,2,11,9,18,2777,181,
509,15/06/2017,MTY,MXO,NTE,10,7,15,15,2953,230,
510,15/06/2017,VRA,LEO,SUR,7,2,17,5,3797,182,
511,15/06/2017,DUR,SLT,NTE,3,11,5,18,4456,202,
512,15/06/2017,VAQ,AGU,NTE,9,10,13,15,4016,220,
513,15/06/2017,MVA,TIJ,NTE,2,4,6,8,13397,179,
515,20/06/2017,LEO,DUR,NTE,2,5,8,7,4550,155,
516,20/06/2017,TIJ,OAX,SUR,9,1,10,6,2098,170,
517,20/06/2017,CAM,MTY,NTE,2,3,8,8,6785,171,
518,20/06/2017,MXO,VRA,SUR,0,7,4,11,3205,172,
519,20/06/2017,TAB,MVA,NTE,1,2,8,6,6587,165,
520,20/06/2017,PUE,VAQ,NTE,10,7,14,12,2000,207,
521,20/06/2017,AGU,YUC,SUR,4,1,6,8,8726,180,
522,22/06/2017,SLT,QUI,SUR,2,3,2,5,1,121,DJ F/7
523,22/06/2017,SLT,QUI,SUR,2,3,2,5,1,121,DJ F/7
524,22/06/2017,LEO,DUR,NTE,13,14,15,17,3820,278,
525,22/06/2017,TIJ,OAX,SUR,9,3,15,11,2006,174,
526,22/06/2017,CAM,MTY,NTE,6,8,11,15,5159,199,
527,22/06/2017,MXO,VRA,SUR,2,1,5,6,3044,173,
528,22/06/2017,TAB,MVA,NTE,9,2,14,5,5960,198,
529,22/06/2017,PUE,VAQ,NTE,1,4,7,9,2105,147,
530,22/06/2017,AGU,YUC,SUR,12,1,13,6,8381,165,
